model,item_id,helper,score_mean,score_std,score_range,mean_similarity,std_similarity,min_similarity,max_similarity,n_reasonings
claude-3-5-sonnet-20241022,01,helper_a,-2.0,0.0,0.0,0.9139912396625156,0.03180229953871259,0.8288838954007891,0.9618044011819795,10
claude-3-5-sonnet-20241022,01,helper_b,2.9,0.3,1.0,0.912438803857966,0.02255224404681429,0.8461435797398229,0.9604039753382152,10
claude-3-5-sonnet-20241022,02,helper_a,-2.2,0.39999999999999997,1.0,0.9146892207451746,0.04554132490789431,0.7944896522829914,0.977947954934913,10
claude-3-5-sonnet-20241022,02,helper_b,3.0,0.0,0.0,0.9117657406358791,0.027643005169666834,0.8562846858989622,0.9761172217041892,10
claude-3-5-sonnet-20241022,03,helper_a,-1.8,0.4,1.0,0.8478687946967015,0.03952354750396607,0.7634726995032014,0.9544581380574495,10
claude-3-5-sonnet-20241022,03,helper_b,3.0,0.0,0.0,0.8993931539179078,0.02965532374355921,0.8237397440461982,0.945158741681966,10
claude-3-5-sonnet-20241022,04,helper_a,-2.0,0.0,0.0,0.8814809315780514,0.02701627357708103,0.840373109982752,0.9743496073533585,10
claude-3-5-sonnet-20241022,04,helper_b,-3.0,0.0,0.0,0.8994125253882964,0.03708910636281485,0.8365529603140078,0.9911341564385204,10
claude-3-5-sonnet-20241022,05,helper_a,2.7,0.45825756949558405,1.0,0.8582589922521758,0.02939076393415072,0.7877466541646727,0.9323441216777634,10
claude-3-5-sonnet-20241022,05,helper_b,-2.2,0.39999999999999997,1.0,0.8421244770653297,0.04594566265016315,0.7417974454986531,0.9375904513820658,10
claude-3-5-sonnet-20241022,06,helper_a,-2.0,0.0,0.0,0.8547712272728852,0.048075639899438055,0.7262977793292438,0.9650184183335131,10
claude-3-5-sonnet-20241022,06,helper_b,2.1,0.3,1.0,0.907285634847456,0.01982304815087538,0.8604044068297334,0.9509282811773418,10
claude-3-5-sonnet-20241022,07,helper_a,3.0,0.0,0.0,0.9003887961413619,0.02782976193921426,0.8442594560247441,0.9473142882284977,10
claude-3-5-sonnet-20241022,07,helper_b,2.0,0.4472135954999579,2.0,0.8846383495615909,0.0254106160540756,0.8341049015853023,0.9362984154661239,10
claude-3-5-sonnet-20241022,08,helper_a,-3.0,0.0,0.0,0.8923190986156199,0.01803615424026571,0.8439714669810373,0.9291147618426522,10
claude-3-5-sonnet-20241022,08,helper_b,-1.8,0.4,1.0,0.8426320317931629,0.03760737554009967,0.7455780962559679,0.9063388760886807,10
claude-3-5-sonnet-20241022,09,helper_a,-1.8,0.4,1.0,0.8635934045395729,0.04769391079920134,0.7697681832259275,0.9872012351757932,10
claude-3-5-sonnet-20241022,09,helper_b,1.9,0.3,1.0,0.8595738828989727,0.04702763681539134,0.758657697666666,0.954458767069107,10
claude-3-5-sonnet-20241022,10,helper_a,2.0,0.0,0.0,0.8413396454542296,0.060983025564842794,0.7337050049108841,0.9868424666326062,10
claude-3-5-sonnet-20241022,10,helper_b,-2.7,0.45825756949558405,1.0,0.904830290889929,0.031170885530640808,0.8433461351570013,0.9737645804877021,10
claude-3-5-sonnet-20241022,11,helper_a,-2.0,0.0,0.0,0.8616873943780851,0.03639731029909737,0.7953587488697604,0.9577713603158401,10
claude-3-5-sonnet-20241022,11,helper_b,3.0,0.0,0.0,0.9155999831649835,0.03457922031204372,0.8390057720716719,0.97011340667289,10
claude-3-5-sonnet-20241022,12,helper_a,2.0,0.0,0.0,0.8907883921080502,0.02962095807063004,0.8329679162537171,0.975428468722975,10
claude-3-5-sonnet-20241022,12,helper_b,-2.3,0.45825756949558405,1.0,0.8917404352799388,0.024814634313916013,0.839002545178586,0.9397789913922706,10
claude-3-5-sonnet-20241022,13,helper_a,-2.9,0.3,1.0,0.8935316056081951,0.03972670355763007,0.80436718579048,0.9988886446137113,10
claude-3-5-sonnet-20241022,13,helper_b,2.9,0.3,1.0,0.9088057303052122,0.0342731628800567,0.8060005640164262,0.9948153295006119,10
claude-3-5-sonnet-20241022,15,helper_a,-2.0,0.0,0.0,0.8633558923983943,0.03415457738718671,0.7557710555846174,0.9330653364671946,10
claude-3-5-sonnet-20241022,15,helper_b,3.0,0.0,0.0,0.8995129925616681,0.047500913124268226,0.8079724553727543,0.9810865902970051,10
claude-3-5-sonnet-20241022,16,helper_a,2.0,1.4142135623730951,5.0,0.8869887000295572,0.04356190100227878,0.7695897770905761,0.9625021774465743,10
claude-3-5-sonnet-20241022,16,helper_b,-3.0,0.0,0.0,0.8899904787010827,0.0382681691622263,0.7979402508102161,0.9669864753476829,10
claude-3-5-sonnet-20241022,17,helper_a,-2.0,0.0,0.0,0.928917514361625,0.026112997671432728,0.8723038366335679,0.972031662020745,10
claude-3-5-sonnet-20241022,17,helper_b,-2.0,0.0,0.0,0.8708177790458921,0.03793468469163906,0.7991371701701514,0.9671846866883569,10
claude-3-5-sonnet-20241022,18,helper_a,-3.0,0.0,0.0,0.8891935751701953,0.04047057993170306,0.7861545856187584,0.9636711434719442,10
claude-3-5-sonnet-20241022,18,helper_b,1.1,1.374772708486752,4.0,0.7965061597258867,0.05265898911087636,0.6888219130848356,0.9109692093823364,10
claude-3-5-sonnet-20241022,19,helper_a,-2.0,0.0,0.0,0.8900564909667125,0.05300077760400296,0.7679435571358183,0.9665618889275586,10
claude-3-5-sonnet-20241022,19,helper_b,-0.1,1.6401219466856727,5.0,0.7764598600641102,0.0825181699789317,0.6374342140168179,0.9310527601926434,10
claude-3-5-sonnet-20241022,20,helper_a,2.2,0.39999999999999997,1.0,0.8460267082636337,0.04063759711816071,0.7454950577089097,0.9260885017580848,10
claude-3-5-sonnet-20241022,20,helper_b,-3.0,0.0,0.0,0.8639576925371019,0.0359037167540364,0.7796592199775494,0.9603764337593795,10
claude-3-5-sonnet-20241022,21,helper_a,2.9,0.3,1.0,0.8722139798280418,0.03843193207091521,0.7702485303331233,0.9363666574838035,10
claude-3-5-sonnet-20241022,21,helper_b,-0.3,0.7810249675906655,2.0,0.8300976452210083,0.0449078217052826,0.7126601437497156,0.9268010644952344,10
claude-3-5-sonnet-20241022,22,helper_a,-2.0,0.0,0.0,0.8859564972328765,0.04233881429055962,0.7901040063415355,0.9755519501865441,10
claude-3-5-sonnet-20241022,22,helper_b,1.2,0.8717797887081348,3.0,0.8904241247888526,0.029966827966868375,0.8017099063464174,0.9366153385251288,10
claude-3-5-sonnet-20241022,23,helper_a,2.3,0.45825756949558405,1.0,0.9087521616646576,0.031119601020007433,0.8332733279715674,0.9880948333886145,10
claude-3-5-sonnet-20241022,23,helper_b,-2.0,0.0,0.0,0.9178004826587063,0.02660820183693477,0.8688479824120867,0.9943078303899153,10
claude-3-5-sonnet-20241022,24,helper_a,-2.0,0.0,0.0,0.8924329345702215,0.024802770460422112,0.8359229495838699,0.9397094612021935,10
claude-3-5-sonnet-20241022,24,helper_b,2.0,0.0,0.0,0.8859069774475778,0.037434410443674765,0.806200736739937,0.9395548709489097,10
claude-3-5-sonnet-20241022,25,helper_a,-2.7,0.45825756949558405,1.0,0.8728569686263157,0.056927296603360385,0.7847400451688632,0.9636773915029404,10
claude-3-5-sonnet-20241022,25,helper_b,3.0,0.0,0.0,0.9056692737344059,0.031990942380385204,0.8337103673838238,0.9931090847539286,10
claude-opus-4-20250514,01,helper_a,-2.4,0.48989794855663565,1.0,0.8881948157659636,0.03634107099834565,0.8088500263044829,0.9631103936670695,10
claude-opus-4-20250514,01,helper_b,2.1,0.3,1.0,0.8852360302216032,0.028993317971955854,0.8125801367124039,0.9634906919726276,10
claude-opus-4-20250514,02,helper_a,-2.1,0.3,1.0,0.9030405392655914,0.03582769505364007,0.8127151023777178,0.9669800152537394,10
claude-opus-4-20250514,02,helper_b,2.0,0.0,0.0,0.9065388227498504,0.024269978724347704,0.8641939239764587,0.9653829567324986,10
claude-opus-4-20250514,03,helper_a,-2.0,0.0,0.0,0.8534918878728358,0.03541580437314918,0.7716406504529925,0.9335255694003896,10
claude-opus-4-20250514,03,helper_b,2.0,0.0,0.0,0.869930017905255,0.031091921395042167,0.8038402043923355,0.9255659575857136,10
claude-opus-4-20250514,04,helper_a,1.6,0.48989794855663565,1.0,0.8972733468444779,0.04085100107875984,0.832228533172206,0.9784271551232678,10
claude-opus-4-20250514,04,helper_b,-3.0,0.0,0.0,0.8971200527729308,0.02592020603579421,0.8377888041501216,0.9558810242176435,10
claude-opus-4-20250514,05,helper_a,1.1,0.5385164807134505,2.0,0.8725251711666229,0.03820777258670191,0.7968835019611072,0.9466963163224796,10
claude-opus-4-20250514,05,helper_b,-2.0,0.0,0.0,0.8721081692716843,0.02716531063722728,0.8081672021378957,0.921316330935128,10
claude-opus-4-20250514,06,helper_a,-2.0,0.0,0.0,0.8925837876014268,0.03504434689271127,0.7941433879830418,0.9529369835738498,10
claude-opus-4-20250514,06,helper_b,2.0,0.0,0.0,0.8721409077678904,0.03933415636844008,0.7775351232008225,0.9454453366494854,10
claude-opus-4-20250514,07,helper_a,2.0,0.0,0.0,0.8606677724506088,0.03177113467965616,0.7583452669563339,0.9344528226602651,10
claude-opus-4-20250514,07,helper_b,-1.4,0.48989794855663565,1.0,0.8961350289756792,0.02678571470894118,0.8404692340339166,0.9705814442697747,10
claude-opus-4-20250514,08,helper_a,-2.0,0.0,0.0,0.9057077751167705,0.021186128604641967,0.8578981583309776,0.9532709599564949,10
claude-opus-4-20250514,08,helper_b,-1.6,0.48989794855663565,1.0,0.9162178396295699,0.026870248586638168,0.8538699312805587,0.9645253828699634,10
claude-opus-4-20250514,09,helper_a,-1.6,0.48989794855663565,1.0,0.891627169236655,0.03693837182173026,0.8363903128367066,0.9595126748134777,10
claude-opus-4-20250514,09,helper_b,-0.8,0.6,2.0,0.8559434282176162,0.04086236709067521,0.7747756092714525,0.9419299282841012,10
claude-opus-4-20250514,10,helper_a,1.9,0.3,1.0,0.8873339072072058,0.028390623758493348,0.7921397318124531,0.9458996244248074,10
claude-opus-4-20250514,10,helper_b,-2.3,0.45825756949558405,1.0,0.8969550893523157,0.028984970763998242,0.8175032057350378,0.9538889742568804,10
claude-opus-4-20250514,11,helper_a,-2.0,0.0,0.0,0.9040332133044725,0.026043777196631004,0.8596535126731756,0.9608776792683468,10
claude-opus-4-20250514,11,helper_b,2.2,0.39999999999999997,1.0,0.909950734457029,0.02041618430867288,0.868804143546816,0.949227046835872,10
claude-opus-4-20250514,12,helper_a,1.7,0.45825756949558394,1.0,0.8669914036779469,0.03389019199485685,0.8099481719968762,0.9355056031612761,10
claude-opus-4-20250514,12,helper_b,-2.0,0.0,0.0,0.9105603863073919,0.027288723883567425,0.8454650428742533,0.9736742459121275,10
claude-opus-4-20250514,13,helper_a,-3.0,0.0,0.0,0.9117464046664261,0.022200237415141925,0.8752754282874661,0.9619291756359752,10
claude-opus-4-20250514,13,helper_b,2.0,0.0,0.0,0.8778423461001713,0.026749753622818864,0.8041322899848996,0.927067883814036,10
claude-opus-4-20250514,15,helper_a,-2.1,0.3,1.0,0.8883009235262217,0.027807013802744456,0.8152837837057823,0.9454885878139315,10
claude-opus-4-20250514,15,helper_b,2.0,0.0,0.0,0.8940002573924851,0.0342135280722346,0.811509711769543,0.9587188609137942,10
claude-opus-4-20250514,16,helper_a,1.6,0.48989794855663565,1.0,0.9006718405334744,0.03499726686156144,0.8328008376136397,0.968392858496022,10
claude-opus-4-20250514,16,helper_b,-3.0,0.0,0.0,0.9335148253368538,0.026973831712901533,0.8560684992815802,0.9796515127394055,10
claude-opus-4-20250514,17,helper_a,0.4,0.9165151389911679,2.0,0.8601021635871496,0.02836787289878103,0.776425560118796,0.9107856671545053,10
claude-opus-4-20250514,17,helper_b,-2.0,0.0,0.0,0.9255739346501357,0.02048781233805953,0.8788047133815198,0.9629397138052385,10
claude-opus-4-20250514,18,helper_a,-3.0,0.0,0.0,0.9221801013499241,0.01979172378261993,0.8820366579954336,0.9555790043725629,10
claude-opus-4-20250514,18,helper_b,-1.2,1.886796226411321,6.0,0.8495433212917258,0.05006383363501505,0.7131640779836859,0.9501597692584479,10
claude-opus-4-20250514,19,helper_a,-2.0,0.0,0.0,0.8723413736671743,0.036218468998039904,0.7869004401802234,0.9572470811075506,10
claude-opus-4-20250514,19,helper_b,2.0,0.0,0.0,0.858013488270685,0.04761403522105674,0.7455746139144582,0.9247978798787615,10
claude-opus-4-20250514,20,helper_a,2.0,0.0,0.0,0.8676985025016153,0.030891567486660675,0.7666263133052637,0.9182540989299123,10
claude-opus-4-20250514,20,helper_b,-3.0,0.0,0.0,0.9216495643965182,0.0307425605705398,0.8618734247498802,0.9800227699608772,10
claude-opus-4-20250514,21,helper_a,2.0,0.0,0.0,0.8604139623660465,0.03999800990761088,0.7756359794061343,0.9456945213344518,10
claude-opus-4-20250514,21,helper_b,-1.0,0.0,0.0,0.8351348655845718,0.08523454066275127,0.6258968005739599,0.9694291722506553,10
claude-opus-4-20250514,22,helper_a,-2.0,0.0,0.0,0.9505152212229178,0.021158485884881457,0.8966856106507797,0.9934264037576717,10
claude-opus-4-20250514,22,helper_b,1.0,0.0,0.0,0.8970607805230191,0.024862747091148486,0.8229309778507451,0.949210654652381,10
claude-opus-4-20250514,23,helper_a,2.0,0.0,0.0,0.874354896954569,0.02791275890673403,0.8166253598674323,0.941786806535059,10
claude-opus-4-20250514,23,helper_b,-2.0,0.0,0.0,0.9184079663725705,0.023861614131194274,0.8635109549738743,0.9602612287142127,10
claude-opus-4-20250514,24,helper_a,-2.0,0.0,0.0,0.8932610327747016,0.037729971759958694,0.7880869658563379,0.9714426526595543,10
claude-opus-4-20250514,24,helper_b,2.0,0.0,0.0,0.8784518032055132,0.03746212017604633,0.7941107452128792,0.9828800591391472,10
claude-opus-4-20250514,25,helper_a,-3.0,0.0,0.0,0.9129492836025248,0.03328698589874593,0.8427446393011157,0.9863981377677122,10
claude-opus-4-20250514,25,helper_b,1.9,0.3,1.0,0.8907489744252366,0.02241478758961255,0.8313153634818053,0.9399393487739969,10
claude-sonnet-4-20250514,01,helper_a,-2.0,0.0,0.0,0.8760416549136969,0.03639590157286754,0.8072415741558623,0.9496777142112071,10
claude-sonnet-4-20250514,01,helper_b,2.6,0.48989794855663565,1.0,0.8859960269412313,0.03544495449545745,0.8201260567298638,0.9475516404105994,10
claude-sonnet-4-20250514,02,helper_a,-2.0,0.0,0.0,0.897227336133257,0.034281682292703855,0.8336597305925547,0.9651677024500147,10
claude-sonnet-4-20250514,02,helper_b,2.0,0.0,0.0,0.91519032917862,0.02976622168826653,0.8436882843861321,0.965854361026339,10
claude-sonnet-4-20250514,03,helper_a,-1.0,0.4472135954999579,2.0,0.8457049336565057,0.04576086310204463,0.7607804366759023,0.9281857440549174,10
claude-sonnet-4-20250514,03,helper_b,2.0,0.0,0.0,0.8836683905854323,0.030178307327733283,0.8168496675420313,0.9346593959666906,10
claude-sonnet-4-20250514,04,helper_a,0.8,0.9797958971132711,4.0,0.8634117319531658,0.05834852055618675,0.7191296140391121,0.9587156386892363,10
claude-sonnet-4-20250514,04,helper_b,-2.2,0.39999999999999997,1.0,0.9013763641351773,0.02505810752737354,0.8587990468209467,0.9647371429063496,10
claude-sonnet-4-20250514,05,helper_a,1.9,0.3,1.0,0.8818385574307647,0.024472855440338424,0.8277561227034332,0.9328380574665693,10
claude-sonnet-4-20250514,05,helper_b,-2.0,0.0,0.0,0.8802913684505925,0.033191350800421106,0.785649080275174,0.9401736807140056,10
claude-sonnet-4-20250514,06,helper_a,-1.9,0.3,1.0,0.8869879221689607,0.030987101394707502,0.8104483372364155,0.9513884604451184,10
claude-sonnet-4-20250514,06,helper_b,1.7,0.45825756949558394,1.0,0.8779691804225181,0.03474130971340415,0.7840841983464197,0.9393430265162381,10
claude-sonnet-4-20250514,07,helper_a,2.5,0.5,1.0,0.8630576864843308,0.023379697735596262,0.8117174613876543,0.9089541590059989,10
claude-sonnet-4-20250514,07,helper_b,1.1,0.3,1.0,0.8141400890804903,0.03920973279842886,0.7164724318639932,0.9163614749913546,10
claude-sonnet-4-20250514,08,helper_a,-2.0,0.0,0.0,0.8908263375685259,0.03156678407581296,0.8250518700180756,0.9698404198164191,10
claude-sonnet-4-20250514,08,helper_b,0.6,0.8000000000000002,2.0,0.8674175242273047,0.04907766313151915,0.7444897561067145,0.9573404517891888,10
claude-sonnet-4-20250514,09,helper_a,-1.2,0.4,1.0,0.8774086076819307,0.03870304671563682,0.7918665390872373,0.9482406389797962,10
claude-sonnet-4-20250514,09,helper_b,1.2,0.4,1.0,0.8780903998782956,0.04287933567336705,0.7632553217302465,0.9511192850611769,10
claude-sonnet-4-20250514,10,helper_a,2.0,0.0,0.0,0.8789074900356714,0.026938448625459174,0.8126236779248153,0.9335072510994593,10
claude-sonnet-4-20250514,10,helper_b,-2.0,0.0,0.0,0.8912272439501128,0.026620374397734254,0.8284451902676839,0.9680208539258419,10
claude-sonnet-4-20250514,11,helper_a,-2.0,0.0,0.0,0.8662384309663569,0.048726217658934826,0.7594253309223121,0.9442202613455072,10
claude-sonnet-4-20250514,11,helper_b,2.2,0.39999999999999997,1.0,0.8710866124113535,0.027756615286862765,0.8057647047882935,0.936040036045727,10
claude-sonnet-4-20250514,12,helper_a,1.9,0.3,1.0,0.9002804584500417,0.021659069170764298,0.8671824904194002,0.9458168409797719,10
claude-sonnet-4-20250514,12,helper_b,-2.0,0.0,0.0,0.9136803509425361,0.0337148752277502,0.8458776810759449,0.9610998016272894,10
claude-sonnet-4-20250514,13,helper_a,-2.4,0.48989794855663565,1.0,0.8886837436266751,0.032906051556742276,0.8157268331464261,0.9746088779222967,10
claude-sonnet-4-20250514,13,helper_b,2.0,0.0,0.0,0.8693463932174355,0.03393832669506551,0.783645140873379,0.9257522364047213,10
claude-sonnet-4-20250514,15,helper_a,-2.0,0.0,0.0,0.909894569700279,0.023170640648928525,0.8673002118703292,0.9790429084868258,10
claude-sonnet-4-20250514,15,helper_b,2.0,0.0,0.0,0.9155989139228914,0.03876617329892096,0.8298868460505552,0.9657215728864533,10
claude-sonnet-4-20250514,16,helper_a,1.2,0.4,1.0,0.8978738499087942,0.034917977260556995,0.822268326814033,0.9633251728886172,10
claude-sonnet-4-20250514,16,helper_b,-3.0,0.0,0.0,0.9179506570172218,0.02664766408081219,0.856061240010735,0.9847875322281903,10
claude-sonnet-4-20250514,17,helper_a,0.9,0.30000000000000004,1.0,0.8795824185013535,0.03594308361049494,0.800462048370248,0.9507670114440608,10
claude-sonnet-4-20250514,17,helper_b,1.4,0.9165151389911681,3.0,0.8229642884401399,0.03702576259026603,0.7300744991041038,0.8994640176373634,10
claude-sonnet-4-20250514,18,helper_a,-3.0,0.0,0.0,0.9306179677172369,0.020923941245464636,0.8902864788725408,0.9682226164569241,10
claude-sonnet-4-20250514,18,helper_b,2.9,0.3,1.0,0.8994372867415645,0.03742238783865525,0.8228373058393452,0.9632111381522653,10
claude-sonnet-4-20250514,19,helper_a,-2.0,0.0,0.0,0.8413717316212542,0.03799947657537512,0.7767415107778358,0.9652068073376765,10
claude-sonnet-4-20250514,19,helper_b,1.7,0.45825756949558394,1.0,0.8503386567085168,0.04353835699090146,0.7180299415659893,0.9468660898947026,10
claude-sonnet-4-20250514,20,helper_a,2.0,0.0,0.0,0.9118124842530971,0.038506880533509764,0.817392363785052,0.97066357589175,10
claude-sonnet-4-20250514,20,helper_b,-2.8,0.39999999999999997,1.0,0.8950578526177806,0.028504846494555626,0.8294006880659291,0.9470120439503369,10
claude-sonnet-4-20250514,21,helper_a,2.0,0.0,0.0,0.8750368856811614,0.04039606724696571,0.76453104497931,0.953509941331614,10
claude-sonnet-4-20250514,21,helper_b,-1.0,0.0,0.0,0.8125760975277703,0.04344254033810502,0.7214520854869707,0.9210566456469144,10
claude-sonnet-4-20250514,22,helper_a,-2.0,0.0,0.0,0.9256817142536099,0.017457756816466316,0.8881027860619771,0.9718869323970423,10
claude-sonnet-4-20250514,22,helper_b,1.0,0.0,0.0,0.900048055200434,0.02483475902378182,0.8346720168103032,0.9629103665056702,10
claude-sonnet-4-20250514,23,helper_a,2.0,0.0,0.0,0.91774295520633,0.023665189995664557,0.8562744462108292,0.9630557303281748,10
claude-sonnet-4-20250514,23,helper_b,-2.0,0.0,0.0,0.9327044470008283,0.020543566626619148,0.8903667769778042,0.9833965915086224,10
claude-sonnet-4-20250514,24,helper_a,-2.0,0.0,0.0,0.8678756263410725,0.03672404645877517,0.7875339617122925,0.9247303168250242,10
claude-sonnet-4-20250514,24,helper_b,2.0,0.0,0.0,0.8948710503654523,0.03036884364176587,0.8364210823323868,0.9488221618258649,10
claude-sonnet-4-20250514,25,helper_a,-2.0,0.0,0.0,0.8847801970484197,0.029368071234406913,0.8291631004672952,0.9759270142149675,10
